15 20                  
NORMAL_LEVEL                   
CRYSTAL
start  14 9                
read_board                   
b b b b b b b b b b b b b b b b b b b b
b O O O O O O O O O O O O b O O O O O b
b O b b b b b O b b b b O b O b O b O b
b O b ec O O b O b O O O O O O b O b O b
b O b O b O b O b O b O b b b b O b O b
b O b O b O O O b O b O b O O O O b O b
b O b O O O b O b O O O O O b b b b O b
b O O O b O b O b O b O b O b O O O O b
b O b O b b b b b O b O b O b O b O b b
b O b O b O O O O O 0 O O O b O b O b b
b O b O b O b b b b O b b O b O b O b b
b O b O O O O O O O O O O O O O b O b b
b O b b b b b b b b b b b O b O b O b b
b O O O O O O O O O O O O O O O O O O b
b b b b b b b b b O O b b b b b b b b b

exit 9 10
read_gems 2 BLUE  8 7 2 4 2 2 7 2 12 2 14 2 16 11 14 12 13 RED 5  9 9 10 10 9 11 5 3 5 5    

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 2 0 0 0 0 0 2 0 2 0 2 0 0 0 2 0  
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 
0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 
0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0  
0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 1 0 0  
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
                   
spider   1 7 H              
spider   3 12 H              
spider   3 4 H              
spider   13 6 H              
spider   11 8 H              
spider   4 3 V              
spider   4 5 V              
spider   4 18 V              
spider   7 1 V              
spider   7 13 V              
spider   11 15 V              
